GGBR4,2016-08-23,0.03
PETR4,2011-03-22,0.17342
WEGE3,2018-07-02,0.019588
CMIG4,2012-12-26,0.796377
BBDC3,2015-06-02,0.00888
BRSR6,2014-05-02,0.169697
YDUQ3,2014-05-02,0.196612
BBDC4,2014-02-11,0.091935
B3SA3,2021-06-30,0.214651
PETR3,2010-11-03,0.14
ITUB4,2019-06-03,0.015
SANB4,2012-06-29,0.023572
PCAR3,2015-04-27,0.688991
ITUB4,2010-05-03,0.005464
BBDC3,2011-12-13,0.224723
BBDC4,2011-06-02,0.0057
ITUB4,2018-04-02,0.01
BBAS3,2014-03-12,0.314638
BBAS3,2013-12-12,0.309285
BBDC3,2017-12-26,0.472367
SANB4,2013-04-01,0.035332
BBDC3,2010-07-02,0.004684
BBDC3,2014-07-02,0.008073
CIEL3,2019-09-25,0.02879
LREN3,2013-04-19,0.244513
ENBR3,2013-12-19,0.060519
LREN3,2021-06-28,0.098314
BBAS3,2011-11-18,0.125885
ELET3,2021-04-28,0.949999
BBDC4,2020-08-04,0.017249
ABEV3,2021-01-14,0.0767
CPLE6,2018-05-16,0.08996
BRAP4,2017-04-28,0.472526
BBDC3,2011-10-04,0.005671
ITSA4,2015-08-13,0.071018
GGBR4,2014-08-12,0.06
ITSA4,2011-12-01,0.007732
JHSF3,2010-10-28,0.095725
B3SA3,2013-08-22,0.048981
BBDC3,2021-02-18,0.018034
EGIE3,2015-05-11,0.210902
TOTS3,2014-03-17,0.236307
HGTX3,2019-05-17,0.1268
TOTS3,2020-12-22,0.1
LCAM3,2020-07-02,0.093779
TRPL4,2011-10-11,0.099969
ABEV3,2015-09-09,0.15
BBDC3,2017-06-02,0.0108
BBDC3,2018-03-02,0.0108
BIDI11,2021-07-23,0.036253
BRSR6,2011-09-02,0.142543
ITSA4,2011-12-27,0.077317
BBDC3,2013-09-03,0.008073
YDUQ3,2016-04-28,0.374527
ITUB4,2017-05-02,0.01
ABEV3,2018-06-18,0.16
ITUB4,2014-11-03,0.008264
RENT3,2014-01-02,0.024419
BBDC4,2010-03-02,0.005677
BBDC3,2017-01-03,0.009818
ITUB4,2012-03-01,0.189605
VIVT3,2012-01-02,0.514966
BBDC3,2013-06-28,0.080762
MULT3,2020-01-02,0.150887
RADL3,2018-06-27,0.030667
SULA4,2020-04-24,0.112775
B3SA3,2015-08-24,0.047583
ENGI11,2016-03-01,0.285136
BBAS3,2012-03-23,0.293279
KLBN11,2015-10-28,0.114626
BBDC3,2018-06-04,0.011879
BBDC3,2021-03-02,0.015681
BBDC3,2018-07-02,0.118778
PCAR3,2018-05-04,0.264626
VIVT3,2016-07-01,0.089413
MGLU3,2020-12-30,0.026301
VALE3,2012-10-17,1.18652
VIVT3,2021-03-01,0.088895
GOAU4,2014-08-12,0.07
MULT3,2019-01-02,0.117766
VIVT3,2011-03-21,2.64899
BBAS3,2016-08-23,0.139965
CIEL3,2015-03-16,0.284297
JHSF3,2013-05-02,0.115963
BRSR6,2019-05-02,0.03378
ABEV3,2012-03-01,0.150496
TIMS3,2020-01-20,0.102353
PETR4,2012-05-14,0.2
WEGE3,2019-07-01,0.021441
RADL3,2017-06-27,0.029723
RENT3,2010-04-01,0.013022
CPFE3,2013-08-23,0.356659
COGN3,2014-07-04,0.449678
BBDC4,2014-10-02,0.008926
B3SA3,2016-05-24,0.031658
BRSR6,2021-03-08,0.22752
BBDC4,2016-09-02,0.0108
BBDC3,2018-04-03,0.011879
ITSA4,2010-01-04,0.016381
BBAS3,2019-12-12,0.176174
TOTS3,2019-12-26,0.076667
BBDC3,2016-05-03,0.009818
PCAR3,2021-05-06,2.176881
CIEL3,2018-09-17,0.529617
BBDC3,2014-10-02,0.008065
BBDC4,2019-12-13,0.553717
BRSR6,2013-06-05,0.148532
ECOR3,2014-11-25,0.50047
TIMS3,2017-04-20,0.061425
BRAP4,2015-11-03,0.408539
BBDC3,2016-12-22,0.14612
BBDC4,2020-06-02,0.017249
HYPE3,2020-03-30,0.29394
KLBN11,2019-08-09,0.182155
VIVT3,2015-02-11,1.582175
BBDC3,2019-10-18,0.784012
CVCB3,2017-12-19,0.261628
BBAS3,2018-03-13,0.08171
EGIE3,2018-04-24,0.780407
USIM5,2010-12-30,0.189246
BBAS3,2013-11-22,0.066615
MULT3,2015-12-22,0.23959
SANB4,2017-05-04,0.069716
HGTX3,2010-12-20,0.122
MULT3,2013-06-28,0.079423
WEGE3,2018-03-05,0.031583
ITUB4,2015-10-01,0.009091
COGN3,2019-11-21,0.004738
IGTA3,2012-04-25,0.189726
BPAC11,2020-01-07,0.155105
BBDC3,2019-10-02,0.014255
BBAS3,2017-06-13,0.078574
BBAS3,2019-06-12,0.171054
RENT3,2020-06-24,0.086217
EQTL3,2021-05-03,0.72
ITSA4,2021-01-26,0.0208
BBAS3,2016-11-22,0.109871
QUAL3,2018-06-07,0.363017
ITUB4,2018-01-02,0.01
TRPL4,2020-07-07,0.151772
BRKM5,2018-05-02,1.885738
BBAS3,2014-12-12,0.339949
SBSP3,2014-04-08,0.786331
FLRY3,2016-12-13,1.05421
VALE3,2010-04-15,0.421661
ITUB4,2021-01-26,0.05016
HAPV3,2018-12-17,0.036864
ALUP3,2019-04-30,0.15
BBDC3,2017-04-04,0.009818
ITSA4,2017-09-01,0.013636
MRVE3,2017-03-06,0.34
PETR3,2010-08-02,0.17
VALE3,2010-10-15,0.471881
ITUB4,2020-12-11,0.06396
PCAR3,2010-05-18,0.072663
B3SA3,2010-12-22,0.004578
UGPA3,2012-08-09,0.255
SANB4,2019-01-08,0.673594
VIVT3,2016-01-04,0.168233
B3SA3,2012-08-10,0.041459
PETR3,2011-05-12,0.2018
ALUP3,2018-12-07,0.06
BBDC3,2013-01-03,0.006238
UGPA3,2015-08-13,0.4
CMIG4,2020-09-28,0.070892
RENT3,2010-05-03,0.008912
LREN3,2020-09-23,0.082685
BBAS3,2016-09-13,0.126652
CYRE3,2014-04-29,0.423071
RADL3,2011-06-22,0.008947
BRAP4,2013-11-01,0.111604
BBDC3,2019-07-02,0.014255
SULA4,2018-03-29,0.054697
CMIG4,2014-12-29,0.152642
CIEL3,2019-03-29,0.054471
ABEV3,2010-03-19,0.043951
BBDC4,2017-10-03,0.01188
BBDC3,2016-03-02,0.008926
MOVI3,2018-01-05,0.069513
BBAS3,2011-12-22,0.280441
CSAN3,2013-08-01,0.185467
CCRO3,2015-12-18,0.050408
BBDC4,2010-12-02,0.005677
VIVT3,2016-10-03,0.360985
BBDC3,2019-08-02,0.014255
USIM5,2019-04-24,0.068897
VIVT3,2013-10-01,0.183722
BBDC3,2013-07-02,0.008073
ABEV3,2011-03-04,0.111874
MRVE3,2021-01-19,0.207093
BRKM5,2016-10-04,1.257159
BRAP4,2014-11-03,0.808894
BBDC3,2014-08-04,0.008065
TUPY3,2016-08-11,0.300725
ITSA4,2021-05-25,0.0184
ITUB4,2019-12-13,0.03756
LOGG3,2020-05-20,0.211742
VIVT3,2012-11-26,0.937417
BBDC4,2019-09-03,0.015681
CYRE3,2020-07-24,0.256908
GOAU4,2010-05-18,0.16
GOAU4,2012-08-14,0.13
ITUB4,2012-06-01,0.00683
GOAU4,2020-12-22,0.09
MRFG3,2010-05-03,0.043941
MULT3,2018-09-27,0.13459
FLRY3,2021-03-03,0.494362
B3SA3,2016-08-23,0.040206
BBAS3,2017-11-22,0.223237
SANB4,2018-10-08,0.084148
TOTS3,2016-04-27,0.135531
HGTX3,2016-12-08,0.261
BBDC4,2013-01-03,0.006897
ITUB4,2010-07-01,0.005464
ITSA4,2020-12-11,0.10165
BBDC3,2017-10-03,0.0108
EZTC3,2018-04-30,0.426108
